order_id,customer_id,status
O0015633,C011559,Delivered
O0015634,C024487,Returned
O0015635,C012542,delivered
O0015636,C003039,
O0015637,C002694,Cancelled
O0015638,C023743,Delivered
O0015639,C008930,Delivered
O0015640,C017960,delivered
O0015641,C001598,Shipped
O0015642,C014811,delivered
O0015643,C004734,Shipped
O0015644,C019607,Cancelled
O0015645,C008369,delivered
O0015646,C001428,Delivered
O0015647,C009168,Delivered
O0015648,C007925,Delivered
O0015649,C013742,Cancelled
O0015650,C003329,delivered
O0015651,C008367,Shipped
O0015652,C009533,
O0015653,C008988,
O0015654,C021991,Returned
O0015655,C005632,Returned
O0015656,C010015,Delivered
O0015657,C008753,
O0015658,C017801,Returned
O0015659,C002008,Returned
O0015660,C020925,Cancelled
O0015661,C008275,delivered
O0015662,C005926,Shipped
O0015663,C010400,Cancelled
O0015664,C001954,Delivered
O0015665,C015418,
O0015666,C024559,Delivered
O0015667,C018307,delivered
O0015668,C007985,Returned
O0015669,C019224,Returned
O0015670,C014257,Returned
O0015671,C017607,Cancelled
O0015672,C011315,Cancelled
O0015673,C023308,Shipped
O0015674,C005909,
O0015675,C004253,Shipped
O0015676,C020432,Cancelled
O0015677,C014599,delivered
O0015678,C001236,Shipped
O0015679,C014662,Shipped
O0015680,C005829,Delivered
O0015681,C000236,delivered
O0015682,C001776,Delivered
O0015683,C009209,Delivered
O0015684,C009737,Delivered
O0015685,C003682,Returned
O0015686,C016371,Returned
O0015687,C004124,delivered
O0015688,C018632,Delivered
O0015689,C012486,Delivered
O0015690,C007019,delivered
O0015691,C004681,Delivered
O0015692,C015581,Shipped
O0015693,C007937,delivered
O0015694,C008448,
O0015695,C014274,Cancelled
O0015696,C013125,Cancelled
O0015697,C013688,Cancelled
O0015698,C010763,Cancelled
O0015699,C014048,Delivered
O0015700,C022097,delivered
O0015701,C019279,Returned
O0015702,C001360,Delivered
O0015703,C005665,Delivered
O0015704,C017400,Shipped
O0015705,C013619,Delivered
O0015706,C001868,Returned
O0015707,C016827,Delivered
O0015708,C023230,Shipped
O0015709,C021758,Returned
O0015710,C014177,Cancelled
O0015711,C017990,
O0015712,C016996,Delivered
O0015713,C022353,Cancelled
O0015714,C000047,Returned
O0015715,C006517,delivered
O0015716,C011559,
O0015717,C013424,delivered
O0015718,C022662,delivered
O0015719,C023739,Shipped
O0015720,C013601,
O0015721,C024712,Cancelled
O0015722,C019429,delivered
O0015723,C020980,
O0015724,C023580,
O0015725,C019911,Returned
O0015726,C015461,Shipped
O0015727,C023223,delivered
O0015728,C012058,delivered
O0015729,C022242,
O0015730,C003100,delivered
O0015731,C000801,Cancelled
O0015732,C021637,delivered
O0015733,C022013,Returned
O0015734,C006717,delivered
O0015735,C012922,Cancelled
O0015736,C015021,Returned
O0015737,C024166,Returned
O0015738,C002445,Returned
O0015739,C013676,Cancelled
O0015740,C005438,Returned
O0015741,C012386,Cancelled
O0015742,C023092,Delivered
O0015743,C009467,delivered
O0015744,C022929,Cancelled
O0015745,C012449,Returned
O0015746,C023751,
O0015747,C013142,Returned
O0015748,C014409,Returned
O0015749,C012065,
O0015750,C023606,Returned
O0015751,C018737,delivered
O0015752,C015598,Shipped
O0015753,C008841,delivered
O0015754,C003417,delivered
O0015755,C016673,delivered
O0015756,C009963,delivered
O0015757,C017272,Returned
O0015758,C011274,
O0015759,C024713,Cancelled
O0015760,C018665,delivered
O0015761,C013878,Shipped
O0015762,C024501,delivered
O0015763,C006327,Returned
O0015764,C022111,Cancelled
O0015765,C024436,
O0015766,C004954,Returned
O0015767,C015944,Cancelled
O0015768,C003192,delivered
O0015769,C005846,Delivered
O0015770,C000515,delivered
O0015771,C009351,Returned
O0015772,C001946,Cancelled
O0015773,C009452,delivered
O0015774,C007967,Delivered
O0015775,C001508,Delivered
O0015776,C013259,delivered
O0015777,C015565,Cancelled
O0015778,C022738,Delivered
O0015779,C016412,
O0015780,C024600,delivered
O0015781,C014717,Returned
O0015782,C003048,Cancelled
O0015783,C011492,delivered
O0015784,C016455,Shipped
O0015785,C022284,delivered
O0015786,C004689,Returned
O0015787,C002472,Delivered
O0015788,C000973,Delivered
O0015789,C010169,
O0015790,C009817,Returned
O0015791,C013409,Cancelled
O0015792,C001751,Shipped
O0015793,C015282,Cancelled
O0015794,C011516,Shipped
O0015795,C002086,Shipped
O0015796,C000769,Returned
O0015797,C006493,Delivered
O0015798,C018668,delivered
O0015799,C005115,Returned
O0015800,C013536,
O0015801,C020493,
O0015802,C021313,
O0015803,C016698,
O0015804,C022153,delivered
O0015805,C024356,Shipped
O0015806,C020962,Shipped
O0015807,C021147,delivered
O0015808,C020882,Cancelled
O0015809,C005903,
O0015810,C007772,Delivered
O0015811,C020026,Delivered
O0015812,C020627,Shipped
O0015813,C022620,Cancelled
O0015814,C010232,
O0015815,C022615,delivered
O0015816,C016475,Shipped
O0015817,C019117,Returned
O0015818,C010849,Returned
O0015819,C022008,Shipped
O0015820,C005758,Delivered
O0015821,C003574,Delivered
O0015822,C002492,Delivered
O0015823,C022396,
O0015824,C022556,
O0015825,C007740,
O0015826,C006879,Delivered
O0015827,C021277,
O0015828,C016423,
O0015829,C019092,Shipped
O0015830,C014766,delivered
O0015831,C015110,Shipped
O0015832,C011950,Shipped
O0015833,C010768,Shipped
O0015834,C020345,
O0015835,C008991,Cancelled
O0015836,C002089,Cancelled
O0015837,C012285,delivered
O0015838,C013428,Shipped
O0015839,C019488,Delivered
O0015840,C003329,Cancelled
O0015841,C007291,Returned
O0015842,C020775,Shipped
O0015843,C005863,delivered
O0015844,C001907,Cancelled
O0015845,C000956,Delivered
O0015846,C022736,
O0015847,C011284,Cancelled
O0015848,C018990,delivered
O0015849,C015192,delivered
O0015850,C012056,delivered
O0015851,C014728,delivered
O0015852,C002551,
O0015853,C011911,delivered
O0015854,C022780,Cancelled
O0015855,C005539,Shipped
O0015856,C012220,delivered
O0015857,C003595,Delivered
O0015858,C019755,Shipped
O0015859,C023198,Delivered
O0015860,C010724,Returned
O0015861,C005347,
O0015862,C023253,delivered
O0015863,C009494,Returned
O0015864,C013991,delivered
O0015865,C019170,Delivered
O0015866,C024976,
O0015867,C021167,delivered
O0015868,C018554,
O0015869,C007517,Delivered
O0015870,C016844,Shipped
O0015871,C012321,
O0015872,C015395,Delivered
O0015873,C017266,Shipped
O0015874,C009549,Returned
O0015875,C020019,Shipped
O0015876,C013547,Returned
O0015877,C022603,Shipped
O0015878,C010764,Cancelled
O0015879,C010401,Delivered
O0015880,C019746,
O0015881,C018250,Returned
O0015882,C000129,Returned
O0015883,C004429,Delivered
O0015884,C022132,Returned
O0015885,C002837,Returned
O0015886,C016446,Cancelled
O0015887,C010400,Shipped
O0015888,C019247,delivered
O0015889,C000091,Returned
O0015890,C022627,Delivered
O0015891,C021279,Shipped
O0015892,C007256,Returned
O0015893,C007476,Returned
O0015894,C024475,Shipped
O0015895,C020255,Delivered
O0015896,C009310,delivered
O0015897,C013806,Returned
O0015898,C001499,Returned
O0015899,C017294,Cancelled
O0015900,C017262,Shipped
O0015901,C001388,Returned
O0015902,C019942,Delivered
O0015903,C024521,Cancelled
O0015904,C022348,Returned
O0015905,C024755,Returned
O0015906,C007794,Returned
O0015907,C007966,Shipped
O0015908,C002840,Delivered
O0015909,C012966,
O0015910,C014044,Returned
O0015911,C024277,Returned
O0015912,C023900,Delivered
O0015913,C011185,Shipped
O0015914,C013148,Delivered
O0015915,C005986,Shipped
O0015916,C015721,
O0015917,C008162,Cancelled
O0015918,C016391,Cancelled
O0015919,C022418,Cancelled
O0015920,C023452,
O0015921,C010439,Shipped
O0015922,C016806,Returned
O0015923,C016690,Delivered
O0015924,C014148,delivered
O0015925,C000356,Delivered
O0015926,C009853,Delivered
O0015927,C023042,Shipped
O0015928,C006735,Delivered
O0015929,C020237,Returned
O0015930,C003247,Cancelled
O0015931,C005274,Returned
O0015932,C022939,
O0015933,C014534,Cancelled
O0015934,C010922,Cancelled
O0015935,C012625,Cancelled
O0015936,C005432,Returned
O0015937,C003467,Returned
O0015938,C012104,
O0015939,C006345,Delivered
O0015940,C019834,Shipped
O0015941,C023396,Cancelled
O0015942,C007041,Shipped
O0015943,C006512,Shipped
O0015944,C024729,Returned
O0015945,C006749,Delivered
O0015946,C012017,delivered
O0015947,C009849,Returned
O0015948,C021141,
O0015949,C007424,Cancelled
O0015950,C023577,
O0015951,C022170,
O0015952,C000096,delivered
O0015953,C007563,Shipped
O0015954,C008203,Shipped
O0015955,C024165,
O0015956,C007896,delivered
O0015957,C018844,delivered
O0015958,C009138,Delivered
O0015959,C021699,
O0015960,C011663,delivered
O0015961,C001899,Cancelled
O0015962,C000764,delivered
O0015963,C012299,Cancelled
O0015964,C014771,Delivered
O0015965,C013809,delivered
O0015966,C008171,Shipped
O0015967,C010567,
O0015968,C012513,Cancelled
O0015969,C013710,delivered
O0015970,C017253,Shipped
O0015971,C005203,Shipped
O0015972,C005038,
O0015973,C011146,delivered
O0015974,C001707,
O0015975,C012639,Cancelled
O0015976,C022379,Cancelled
O0015977,C022304,Shipped
O0015978,C024487,Delivered
O0015979,C021120,Returned
O0015980,C016487,delivered
O0015981,C008111,Delivered
O0015982,C001795,delivered
O0015983,C011300,
O0015984,C024450,Shipped
O0015985,C014436,Shipped
O0015986,C010833,Returned
O0015987,C023428,Cancelled
O0015988,C018002,Delivered
O0015989,C023394,Delivered
O0015990,C015126,Cancelled
O0015991,C018359,Returned
O0015992,C020558,Returned
O0015993,C011916,Returned
O0015994,C009881,
O0015995,C002420,
O0015996,C002391,Delivered
O0015997,C017019,delivered
O0015998,C008957,Delivered
O0015999,C018023,Delivered
O0016000,C002221,
O0016001,C012973,delivered
O0016002,C020019,
O0016003,C005420,
O0016004,C023562,Cancelled
O0016005,C012115,Returned
O0016006,C013388,Cancelled
O0016007,C008985,Returned
O0016008,C016805,Shipped
O0016009,C002525,Delivered
O0016010,C024331,Shipped
O0016011,C009946,Delivered
O0016012,C009108,Cancelled
O0016013,C009414,delivered
O0016014,C019233,
O0016015,C002832,Returned
O0016016,C011051,Shipped
O0016017,C015156,Cancelled
O0016018,C024082,Cancelled
O0016019,C010657,Cancelled
O0016020,C002891,Returned
O0016021,C008275,delivered
O0016022,C024780,Delivered
O0016023,C023088,Shipped
O0016024,C001242,Returned
O0016025,C009233,Cancelled
O0016026,C019421,
O0016027,C003405,delivered
O0016028,C021263,Shipped
O0016029,C002921,Returned
O0016030,C013808,Shipped
O0016031,C019304,Cancelled
O0016032,C008374,Delivered
O0016033,C017571,Delivered
O0016034,C012796,Shipped
O0016035,C005799,delivered
O0016036,C000651,delivered
O0016037,C007734,Cancelled
O0016038,C011099,Returned
O0016039,C011272,Returned
O0016040,C007225,delivered
O0016041,C009851,Shipped
O0016042,C003272,Cancelled
O0016043,C018962,
O0016044,C020625,Shipped
O0016045,C008869,Returned
O0016046,C012550,Cancelled
O0016047,C001380,Delivered
O0016048,C016839,
O0016049,C019513,Shipped
O0016050,C021854,Cancelled
O0016051,C007630,
O0016052,C018623,delivered
O0016053,C009064,Shipped
O0016054,C024514,Cancelled
O0016055,C016727,Delivered
O0016056,C022542,delivered
O0016057,C015063,Delivered
O0016058,C019967,
O0016059,C009936,Delivered
O0016060,C007956,Cancelled
O0016061,C016588,Returned
O0016062,C022822,Delivered
O0016063,C010263,Delivered
O0016064,C015517,Shipped
O0016065,C009120,
O0016066,C004562,Cancelled
O0016067,C006952,Delivered
O0016068,C004748,Returned
O0016069,C009104,Returned
O0016070,C012595,Shipped
O0016071,C019048,delivered
O0016072,C013353,Cancelled
O0016073,C009353,delivered
O0016074,C018719,Shipped
O0016075,C009191,Returned
O0016076,C012950,
O0016077,C010194,delivered
O0016078,C009078,
O0016079,C021063,delivered
O0016080,C013911,Returned
O0016081,C007514,Delivered
O0016082,C005134,delivered
O0016083,C022731,Shipped
O0016084,C021274,Returned
O0016085,C021799,delivered
O0016086,C024023,
O0016087,C005638,
O0016088,C023726,
O0016089,C019249,delivered
O0016090,C003255,delivered
O0016091,C011741,Delivered
O0016092,C009359,Delivered
O0016093,C014146,Delivered
O0016094,C011858,delivered
O0016095,C024561,delivered
O0016096,C015588,
O0016097,C005505,
O0016098,C011377,
O0016099,C013482,
O0016100,C024512,Returned
O0016101,C015509,Cancelled
O0016102,C008768,Delivered
O0016103,C016737,Returned
O0016104,C018461,
O0016105,C007492,Returned
O0016106,C009093,
O0016107,C022026,
O0016108,C010078,Cancelled
O0016109,C009704,Delivered
O0016110,C010038,Delivered
O0016111,C004528,Delivered
O0016112,C017906,
O0016113,C017367,Returned
O0016114,C008770,Returned
O0016115,C007893,Cancelled
O0016116,C004202,Returned
O0016117,C017935,Shipped
O0016118,C006243,Returned
O0016119,C003396,Delivered
O0016120,C023996,Cancelled
O0016121,C019580,Returned
O0016122,C010303,Delivered
O0016123,C009596,delivered
O0016124,C013808,
O0016125,C014409,Returned
O0016126,C008166,delivered
O0016127,C008768,Returned
O0016128,C024345,delivered
O0016129,C018961,delivered
O0016130,C001644,Shipped
O0016131,C005318,delivered
O0016132,C000960,Delivered
O0016133,C008092,Delivered
O0016134,C022574,Cancelled
O0016135,C023261,Cancelled
O0016136,C003500,Shipped
O0016137,C005718,Returned
O0016138,C020688,delivered
O0016139,C005846,Delivered
O0016140,C017312,Cancelled
O0016141,C022754,Returned
O0016142,C022683,delivered
O0016143,C016682,delivered
O0016144,C006974,Delivered
O0016145,C011975,delivered
O0016146,C015858,Shipped
O0016147,C001571,Cancelled
O0016148,C015874,
O0016149,C021446,Shipped
O0016150,C022400,delivered
O0016151,C018581,Shipped
O0016152,C011482,Cancelled
O0016153,C015094,Returned
O0016154,C010266,
O0016155,C015350,Returned
O0016156,C014978,
O0016157,C020250,Shipped
O0016158,C015805,Returned
O0016159,C011492,
O0016160,C002617,Returned
O0016161,C000077,Returned
O0016162,C013917,Shipped
O0016163,C009551,
O0016164,C016212,Returned
O0016165,C004058,Delivered
O0016166,C015802,Cancelled
O0016167,C004217,Delivered
O0016168,C004833,delivered
O0016169,C020147,Returned
O0016170,C019756,delivered
O0016171,C010208,
O0016172,C001921,Cancelled
O0016173,C018189,Delivered
O0016174,C024884,Returned
O0016175,C009661,Cancelled
O0016176,C023088,Delivered
O0016177,C010306,Cancelled
O0016178,C000793,Shipped
O0016179,C016261,Returned
O0016180,C002630,Shipped
O0016181,C019371,Returned
O0016182,C006197,Cancelled
O0016183,C009619,delivered
O0016184,C002765,Returned
O0016185,C015923,
O0016186,C002481,Delivered
O0016187,C009716,Cancelled
O0016188,C023979,Cancelled
O0016189,C014988,Delivered
O0016190,C009753,Cancelled
O0016191,C004441,Shipped
O0016192,C001767,Cancelled
O0016193,C018557,Cancelled
O0016194,C002334,Shipped
O0016195,C007069,Shipped
O0016196,C015903,
O0016197,C014646,Cancelled
O0016198,C017947,Returned
O0016199,C000453,delivered
O0016200,C007015,Returned
O0016201,C011873,Cancelled
O0016202,C017745,Returned
O0016203,C005646,Returned
O0016204,C000527,delivered
O0016205,C013131,Cancelled
O0016206,C024732,Shipped
O0016207,C010463,Returned
O0016208,C011993,
O0016209,C007328,Cancelled
O0016210,C003319,Returned
O0016211,C021192,Shipped
O0016212,C008974,Cancelled
O0016213,C021367,Shipped
O0016214,C017158,Cancelled
O0016215,C019035,
O0016216,C005220,Delivered
O0016217,C007069,Delivered
O0016218,C012165,
O0016219,C002866,Returned
O0016220,C001520,Cancelled
O0016221,C006052,Returned
O0016222,C012954,Delivered
O0016223,C006654,Returned
O0016224,C004237,Cancelled
O0016225,C020318,Returned
O0016226,C017248,Returned
O0016227,C014064,Delivered
O0016228,C021872,Cancelled
O0016229,C007426,Shipped
O0016230,C015956,Shipped
O0016231,C023525,delivered
O0016232,C024355,Delivered
O0016233,C023819,
O0016234,C013205,Delivered
O0016235,C023411,Shipped
O0016236,C022402,Cancelled
O0016237,C008042,Cancelled
O0016238,C001510,Shipped
O0016239,C013516,
O0016240,C004294,Delivered
O0016241,C002032,Returned
O0016242,C007439,
O0016243,C018194,Shipped
O0016244,C005499,Delivered
O0016245,C002696,delivered
O0016246,C012184,Cancelled
O0016247,C008043,
O0016248,C002370,Shipped
O0016249,C015238,
O0016250,C020069,Delivered
O0016251,C013210,Shipped
O0016252,C000921,Returned
O0016253,C022110,Delivered
O0016254,C018606,Cancelled
O0016255,C009037,Shipped
O0016256,C009373,Cancelled
O0016257,C000751,Returned
O0016258,C001072,Cancelled
O0016259,C005526,Delivered
O0016260,C015942,Cancelled
O0016261,C015929,Shipped
O0016262,C001249,Shipped
O0016263,C021280,Returned
O0016264,C001759,Cancelled
O0016265,C001051,Delivered
O0016266,C020027,
O0016267,C018654,Shipped
O0016268,C016699,
O0016269,C018885,Returned
O0016270,C021016,Cancelled
O0016271,C024294,delivered
O0016272,C009063,Shipped
O0016273,C013094,Delivered
O0016274,C016203,Cancelled
O0016275,C016812,delivered
O0016276,C022629,Delivered
O0016277,C003772,Cancelled
O0016278,C018720,delivered
O0016279,C003857,delivered
O0016280,C001358,Delivered
O0016281,C008918,Delivered
O0016282,C005767,delivered
O0016283,C007311,Returned
O0016284,C015152,delivered
O0016285,C010600,Delivered
O0016286,C022618,Shipped
O0016287,C003340,Cancelled
O0016288,C013722,Cancelled
O0016289,C016686,Cancelled
O0016290,C021658,Shipped
O0016291,C011163,
O0016292,C009995,Cancelled
O0016293,C005463,delivered
O0016294,C012720,
O0016295,C020163,Cancelled
O0016296,C017837,delivered
O0016297,C005899,
O0016298,C004871,Delivered
O0016299,C015262,delivered
O0016300,C000466,Returned
O0016301,C000546,Delivered
O0016302,C002015,Shipped
O0016303,C003041,Cancelled
O0016304,C007227,
O0016305,C016391,Cancelled
O0016306,C013105,delivered
O0016307,C014381,Shipped
O0016308,C014036,Shipped
O0016309,C002831,Shipped
O0016310,C018878,Returned
O0016311,C014936,Shipped
O0016312,C015862,
O0016313,C008826,Returned
O0016314,C024968,Returned
O0016315,C007108,
O0016316,C003787,delivered
O0016317,C018703,delivered
O0016318,C021318,delivered
O0016319,C004937,Shipped
O0016320,C010075,
O0016321,C006878,
O0016322,C020881,Returned
O0016323,C012413,delivered
O0016324,C008349,Shipped
O0016325,C008080,
O0016326,C022346,Delivered
O0016327,C010915,
O0016328,C024741,Returned
O0016329,C011597,Shipped
O0016330,C014392,Cancelled
O0016331,C022421,Delivered
O0016332,C020402,
O0016333,C011109,delivered
O0016334,C013707,delivered
O0016335,C010312,delivered
O0016336,C007009,Cancelled
O0016337,C023585,delivered
O0016338,C002876,Delivered
O0016339,C001082,Cancelled
O0016340,C013899,Returned
O0016341,C015763,Delivered
O0016342,C007509,Cancelled
O0016343,C000594,Shipped
O0016344,C008188,Returned
O0016345,C014553,Returned
O0016346,C006854,Returned
O0016347,C016291,
O0016348,C020843,delivered
O0016349,C022000,delivered
O0016350,C010594,Shipped
O0016351,C007557,Delivered
O0016352,C007836,
O0016353,C012308,Cancelled
O0016354,C018383,
O0016355,C011409,Cancelled
O0016356,C024635,Cancelled
O0016357,C018531,Shipped
O0016358,C002672,Delivered
O0016359,C010271,Returned
O0016360,C006471,Shipped
O0016361,C005728,Returned
O0016362,C003472,
O0016363,C009521,Cancelled
O0016364,C004841,Shipped
O0016365,C017761,delivered
O0016366,C021044,Returned
O0016367,C003554,Returned
O0016368,C021195,Returned
O0016369,C019254,
O0016370,C005429,
O0016371,C021992,delivered
O0016372,C006512,Delivered
O0016373,C001170,Delivered
O0016374,C001070,Returned
O0016375,C017773,Shipped
O0016376,C003163,delivered
O0016377,C016253,Returned
O0016378,C000463,delivered
O0016379,C003020,delivered
O0016380,C020384,delivered
O0016381,C024642,Delivered
O0016382,C005951,Delivered
O0016383,C003278,delivered
O0016384,C022595,Delivered
O0016385,C021302,Cancelled
O0016386,C001369,Returned
O0016387,C007425,Returned
O0016388,C022740,Cancelled
O0016389,C016020,
O0016390,C008606,
O0016391,C016528,
O0016392,C003150,delivered
O0016393,C014817,Returned
O0016394,C013009,Cancelled
O0016395,C019348,Cancelled
O0016396,C019152,
O0016397,C002292,Shipped
O0016398,C000584,Shipped
O0016399,C013389,Delivered
O0016400,C019567,delivered
O0016401,C012652,
O0016402,C024923,delivered
O0016403,C011616,Shipped
O0016404,C022941,
O0016405,C009623,
O0016406,C009247,
O0016407,C007246,Returned
O0016408,C024169,Delivered
O0016409,C009514,Shipped
O0016410,C001331,Returned
O0016411,C004132,Cancelled
O0016412,C018367,Shipped
O0016413,C024549,Shipped
O0016414,C014777,Returned
O0016415,C003472,delivered
O0016416,C005952,Shipped
O0016417,C002680,Returned
O0016418,C018487,Cancelled
O0016419,C022645,
O0016420,C019353,Shipped
O0016421,C017638,delivered
O0016422,C012534,Shipped
O0016423,C010527,delivered
O0016424,C001457,delivered
O0016425,C006432,
O0016426,C005868,delivered
O0016427,C014003,delivered
O0016428,C024253,
O0016429,C006087,delivered
O0016430,C023482,delivered
O0016431,C003594,Shipped
O0016432,C020129,Shipped
O0016433,C014888,Returned
O0016434,C007403,
O0016435,C023701,delivered
O0016436,C003516,Shipped
O0016437,C010077,Delivered
O0016438,C014734,Cancelled
O0016439,C018004,delivered
O0016440,C000129,Cancelled
O0016441,C001058,Cancelled
O0016442,C014462,Returned
O0016443,C019573,Shipped
O0016444,C000125,delivered
O0016445,C019493,Delivered
O0016446,C001494,Returned
O0016447,C004298,Returned
O0016448,C008029,Shipped
O0016449,C009700,Cancelled
O0016450,C012710,delivered
O0016451,C003191,delivered
O0016452,C006335,
O0016453,C024295,Cancelled
O0016454,C000124,Delivered
O0016455,C007132,delivered
O0016456,C007164,Returned
O0016457,C022546,delivered
O0016458,C021569,Cancelled
O0016459,C023529,
O0016460,C017170,Returned
O0016461,C023868,Delivered
O0016462,C006841,Delivered
O0016463,C018507,Cancelled
O0016464,C006069,Returned
O0016465,C002925,Cancelled
O0016466,C006973,delivered
O0016467,C006067,Delivered
O0016468,C009815,Delivered
O0016469,C016951,delivered
O0016470,C007050,Cancelled
O0016471,C015846,Returned
O0016472,C004241,delivered
O0016473,C009413,Shipped
O0016474,C014619,Cancelled
O0016475,C005346,Cancelled
O0016476,C021340,Returned
O0016477,C023877,
O0016478,C000152,Shipped
O0016479,C005043,Delivered
O0016480,C006529,delivered
O0016481,C007355,Shipped
O0016482,C022701,Returned
O0016483,C008248,Shipped
O0016484,C014870,delivered
O0016485,C018794,
O0016486,C023528,
O0016487,C013586,Delivered
O0016488,C012765,Delivered
O0016489,C022695,Shipped
O0016490,C017645,Delivered
O0016491,C023442,
O0016492,C007127,Delivered
O0016493,C012563,Returned
O0016494,C019657,Returned
O0016495,C024401,Cancelled
O0016496,C005679,Shipped
O0016497,C019553,
O0016498,C004099,
O0016499,C011550,Returned
O0016500,C008786,
O0016501,C014176,Shipped
O0016502,C018708,delivered
O0016503,C016839,Returned
O0016504,C007810,Delivered
O0016505,C021726,Returned
O0016506,C020622,Cancelled
O0016507,C007794,delivered
O0016508,C022501,Cancelled
O0016509,C007096,Delivered
O0016510,C017709,Cancelled
O0016511,C013995,Delivered
O0016512,C021750,Returned
O0016513,C004309,Shipped
O0016514,C003557,Shipped
O0016515,C011043,Delivered
O0016516,C003886,Shipped
O0016517,C005491,Delivered
O0016518,C005986,delivered
O0016519,C021547,
O0016520,C012355,Cancelled
O0016521,C021871,Cancelled
O0016522,C004251,Shipped
O0016523,C024495,Cancelled
O0016524,C021575,delivered
O0016525,C002288,delivered
O0016526,C024661,Delivered
O0016527,C014113,Cancelled
O0016528,C009620,Delivered
O0016529,C006183,Delivered
O0016530,C012369,Delivered
O0016531,C002281,Shipped
O0016532,C016425,delivered
O0016533,C006770,
O0016534,C010356,Shipped
O0016535,C003814,Returned
O0016536,C002546,
O0016537,C004230,
O0016538,C019403,Returned
O0016539,C003275,Cancelled
O0016540,C015537,Cancelled
O0016541,C021351,Returned
O0016542,C019016,Cancelled
O0016543,C004013,
O0016544,C020989,Shipped
O0016545,C005365,Cancelled
O0016546,C020525,Delivered
O0016547,C012346,Shipped
O0016548,C004330,Returned
O0016549,C005386,delivered
O0016550,C004317,Cancelled
O0016551,C003122,Cancelled
O0016552,C024308,Cancelled
O0016553,C001251,Cancelled
O0016554,C007816,Shipped
O0016555,C002217,Cancelled
O0016556,C018164,Returned
O0016557,C005511,Returned
O0016558,C003125,delivered
O0016559,C024143,Returned
O0016560,C013851,
O0016561,C016741,delivered
O0016562,C011322,delivered
O0016563,C021029,Shipped
O0016564,C021042,Delivered
O0016565,C014699,Shipped
O0016566,C003574,Delivered
O0016567,C020772,Shipped
O0016568,C010524,
O0016569,C016290,Delivered
O0016570,C001989,Delivered
O0016571,C000137,Delivered
O0016572,C008976,Cancelled
O0016573,C022741,
O0016574,C021101,Returned
O0016575,C016470,Delivered
O0016576,C015391,Cancelled
O0016577,C018915,Cancelled
O0016578,C014255,Shipped
O0016579,C009948,Shipped
O0016580,C005036,Shipped
O0016581,C009970,Returned
O0016582,C008354,Shipped
O0016583,C012580,Cancelled
O0016584,C013373,delivered
O0016585,C014887,delivered
O0016586,C019385,
O0016587,C022003,Delivered
O0016588,C000414,Cancelled
O0016589,C000643,Shipped
O0016590,C014273,Shipped
O0016591,C012059,
O0016592,C013851,Returned
O0016593,C018637,
O0016594,C010918,
O0016595,C001075,Cancelled
O0016596,C016348,Shipped
O0016597,C018030,Delivered
O0016598,C016035,Shipped
O0016599,C003105,delivered
O0016600,C002067,
O0016601,C000159,Cancelled
O0016602,C022338,Cancelled
O0016603,C006518,Cancelled
O0016604,C013163,
O0016605,C006717,Shipped
O0016606,C023844,Cancelled
O0016607,C005910,
O0016608,C017526,Cancelled
O0016609,C010563,Returned
O0016610,C003337,Delivered
O0016611,C024618,Cancelled
O0016612,C009030,Returned
O0016613,C015950,Returned
O0016614,C021916,
O0016615,C019823,Delivered
O0016616,C020845,Returned
O0016617,C023062,delivered
O0016618,C017460,
O0016619,C017209,Delivered
O0016620,C010545,Shipped
O0016621,C003465,Shipped
O0016622,C005481,Delivered
O0016623,C019658,Cancelled
O0016624,C007433,Cancelled
O0016625,C018336,
O0016626,C022395,Returned
O0016627,C019161,delivered
O0016628,C017469,
O0016629,C019090,
O0016630,C013962,Shipped
O0016631,C005137,Cancelled
O0016632,C016694,Cancelled
O0016633,C007131,delivered
O0016634,C008069,Cancelled
O0016635,C006506,Returned
O0016636,C019679,Shipped
O0016637,C015193,Delivered
O0016638,C018284,Returned
O0016639,C005820,
O0016640,C021140,Delivered
O0016641,C004242,Shipped
O0016642,C012719,Delivered
O0016643,C003251,Shipped
O0016644,C012338,Shipped
O0016645,C003536,Shipped
O0016646,C023480,Shipped
O0016647,C023981,delivered
O0016648,C014054,delivered
O0016649,C024053,Returned
O0016650,C019251,delivered
O0016651,C014228,
O0016652,C022222,Shipped
O0016653,C009712,
O0016654,C012586,Delivered
O0016655,C006268,Returned
O0016656,C019942,
O0016657,C011997,Delivered
O0016658,C004543,Returned
O0016659,C024471,Shipped
O0016660,C005220,Delivered
O0016661,C011558,Returned
O0016662,C014393,
O0016663,C014635,Shipped
O0016664,C007407,Shipped
O0016665,C016530,Delivered
O0016666,C017479,Returned
O0016667,C017487,Cancelled
O0016668,C004679,Delivered
O0016669,C005392,
O0016670,C002016,
O0016671,C005971,Returned
O0016672,C006750,Shipped
O0016673,C021407,
O0016674,C000096,Cancelled
O0016675,C004276,Delivered
O0016676,C002908,
O0016677,C023454,Returned
O0016678,C005863,Returned
O0016679,C015334,Returned
O0016680,C012857,Returned
O0016681,C009902,Returned
O0016682,C021353,Delivered
O0016683,C020670,Cancelled
O0016684,C019760,Returned
O0016685,C021168,Shipped
O0016686,C001565,Returned
O0016687,C021391,
O0016688,C001668,Delivered
O0016689,C018765,Shipped
O0016690,C019152,delivered
O0016691,C004755,Cancelled
