payment_id,order_id,payment_method,amount
PAY0023196,O0046066,UPI,3948.82
PAY0023197,O0060541,UPI,2891.93
PAY0023198,O0037284,UPI,16039.16
PAY0023199,O0036036,COD,22899.6
PAY0023200,O0054082,Card,21575.67
PAY0023201,O0062284,UPI,4322.45
PAY0023202,O0015015,UPI,14818.46
PAY0023203,O0071835,UPI,10833.33
PAY0023204,O0028303,COD,4308.07
PAY0023205,O0072758,COD,16697.96
PAY0023206,O0011521,Card,18507.64
PAY0023207,O0040612,Unknown,13081.02
PAY0023208,O0078161,Unknown,14137.46
PAY0023209,O0086120,NetBanking,14318.13
PAY0023210,O0041362,NetBanking,4875.75
PAY0023211,O0051837,UPI,24019.34
PAY0023212,O0080674,Card,-25.82
PAY0023213,O0076288,UPI,14478.79
PAY0023214,O0041423,Card,12756.17
PAY0023215,O0079181,Unknown,23724.21
PAY0023216,O0038594,UPI,21722.41
PAY0023217,O0079084,NetBanking,9741.53
PAY0023218,O0043264,UPI,1134.58
PAY0023219,O0096031,NetBanking,14330.42
PAY0023220,O0012513,Card,1429.06
PAY0023221,O0095961,Card,6462.21
PAY0023222,O0019910,COD,18968.44
PAY0023223,O0043096,NetBanking,23536.44
PAY0023224,O0064222,UPI,15682.42
PAY0023225,O0016163,COD,9375.16
PAY0023226,O0031369,NetBanking,15202.17
PAY0023227,O0087976,NetBanking,22230.82
PAY0023228,O0039081,UPI,4451.02
PAY0023229,O0065038,NetBanking,5497.28
PAY0023230,O0017066,Unknown,19388.72
PAY0023231,O0093215,COD,17815.45
PAY0023232,O0077117,NetBanking,19210.99
PAY0023233,O0004999,UPI,20435.75
PAY0023234,O0090668,COD,2852.6
PAY0023235,O0086347,NetBanking,6049.13
PAY0023236,O0011757,UPI,23212.91
PAY0023237,O0056089,Unknown,6491.07
PAY0023238,O0090904,Card,561.25
PAY0023239,O0097072,NetBanking,119.38
PAY0023240,O0075388,COD,16870.01
PAY0023241,O0030683,COD,24690.79
PAY0023242,O0078076,UPI,22847.85
PAY0023243,O0044800,Unknown,24721.99
PAY0023244,O0040935,UPI,11424.67
PAY0023245,O0010493,UPI,23303.56
PAY0023246,O0012572,UPI,15383.63
PAY0023247,O0008378,COD,3394.86
PAY0023248,O0030579,UPI,2241.61
PAY0023249,O0057515,UPI,5456.93
PAY0023250,O0071321,Unknown,8633.7
PAY0023251,O0000990,Card,20825.7
PAY0023252,O0027786,UPI,18138.5
PAY0023253,O0087782,NetBanking,9588.18
PAY0023254,O0062580,NetBanking,17194.98
PAY0023255,O0037175,UPI,4543.6
PAY0023256,O0022046,NetBanking,13107.15
PAY0023257,O0079886,NetBanking,5187.91
PAY0023258,O0083811,NetBanking,7610.0
PAY0023259,O0099359,UPI,9618.33
PAY0023260,O0013215,Card,2441.94
PAY0023261,O0068376,Card,19868.47
PAY0023262,O0077881,Card,3447.79
PAY0023263,O0050648,Card,24782.2
PAY0023264,O0049375,Card,17376.37
PAY0023265,O0094259,COD,904.69
PAY0023266,O0023354,COD,795.7
PAY0023267,O0087571,UPI,20717.39
PAY0023268,O0027374,NetBanking,18400.57
PAY0023269,O0073579,COD,10141.5
PAY0023270,O0067348,Unknown,20612.75
PAY0023271,O0002226,Unknown,10824.28
PAY0023272,O0071024,UPI,24716.89
PAY0023273,O0037136,Unknown,1016.02
PAY0023274,O0073189,NetBanking,16096.13
PAY0023275,O0047683,UPI,1422.37
PAY0023276,O0062820,Card,15461.51
PAY0023277,O0021807,Unknown,9100.81
PAY0023278,O0043076,UPI,20874.57
PAY0023279,O0052216,UPI,11742.03
PAY0023280,O0008926,UPI,10051.47
PAY0023282,O0040527,COD,13678.58
PAY0023283,O0098315,UPI,16898.14
PAY0023284,O0009510,NetBanking,6437.74
PAY0023285,O0040311,UPI,10081.07
PAY0023286,O0039396,UPI,3126.12
PAY0023287,O0069514,UPI,10506.8
PAY0023288,O0097690,COD,7890.95
PAY0023289,O0076415,COD,4329.27
PAY0023290,O0093343,COD,24117.05
PAY0023291,O0042339,UPI,-8.52
PAY0023292,O0042829,UPI,10642.35
PAY0023293,O0049504,UPI,1892.04
PAY0023294,O0003738,UPI,7817.08
PAY0023295,O0073314,NetBanking,19622.53
PAY0023296,O0065519,Card,15616.14
PAY0023297,O0061623,Card,21998.67
PAY0023298,O0044661,UPI,19852.51
PAY0023299,O0008720,Unknown,19999.41
PAY0023300,O0073414,NetBanking,10035.41
PAY0023301,O0031038,Unknown,-91.28
PAY0023302,O0034758,Card,24753.32
PAY0023303,O0045650,Card,10791.51
PAY0023304,O0033374,Card,14861.45
PAY0023305,O0070287,UPI,22955.65
PAY0023306,O0084427,UPI,3302.84
PAY0023307,O0099971,Card,21033.06
PAY0023308,O0009181,Unknown,1142.91
PAY0023309,O0002347,COD,24603.34
PAY0023310,O0091743,Card,8277.74
PAY0023311,O0035414,COD,7912.61
PAY0023312,O0053615,Card,9606.91
PAY0023313,O0042144,Unknown,10387.93
PAY0023314,O0040549,COD,89.79
PAY0023315,O0033927,UPI,8886.81
PAY0023316,O0078401,Card,15382.08
PAY0023317,O0031617,NetBanking,24993.4
PAY0023318,O0091598,Card,6881.52
PAY0023319,O0074087,NetBanking,487.93
PAY0023320,O0089081,UPI,17589.37
PAY0023321,O0013461,Card,19205.32
PAY0023322,O0074760,UPI,5315.14
PAY0023323,O0075018,UPI,4326.93
PAY0023324,O0023758,NetBanking,15194.99
PAY0023325,O0083894,Card,12228.43
PAY0023326,O0010647,UPI,2320.23
PAY0023327,O0069654,UPI,12442.08
PAY0023328,O0034812,Card,4614.38
PAY0023329,O0054200,COD,24770.01
PAY0023330,O0041810,NetBanking,23088.92
PAY0023331,O0054109,UPI,3909.23
PAY0023332,O0048152,NetBanking,14644.19
PAY0023333,O0055763,Card,9303.14
PAY0023334,O0017053,Unknown,23266.17
PAY0023335,O0026077,UPI,14293.94
PAY0023336,O0052279,Unknown,19954.76
PAY0023337,O0058761,Card,9940.62
PAY0023338,O0044028,UPI,2157.34
PAY0023339,O0025315,UPI,17592.34
PAY0023340,O0021108,UPI,20215.46
PAY0023341,O0067497,COD,442.7
PAY0023342,O0007878,UPI,14765.72
PAY0023343,O0090145,UPI,8731.09
PAY0023344,O0029762,COD,20872.05
PAY0023345,O0086145,UPI,23741.25
PAY0023346,O0083816,UPI,8250.07
PAY0023347,O0035839,Unknown,24797.46
PAY0023348,O0077087,UPI,23704.03
PAY0023349,O0076215,NetBanking,12191.26
PAY0023350,O0021528,COD,7582.94
PAY0023351,O0005335,Unknown,14557.32
PAY0023352,O0084715,NetBanking,21155.89
PAY0023353,O0036111,Card,4319.9
PAY0023354,O0025049,UPI,2591.89
PAY0023355,O0067570,UPI,23650.1
PAY0023356,O0055489,COD,15604.14
PAY0023357,O0011600,UPI,1980.73
PAY0023358,O0090267,Unknown,6575.5
PAY0023359,O0098568,NetBanking,24270.02
PAY0023360,O0084782,NetBanking,13298.35
PAY0023361,O0094624,UPI,20058.45
PAY0023362,O0068722,Unknown,11580.9
PAY0023363,O0037103,UPI,7119.4
PAY0023364,O0067412,Unknown,17266.22
PAY0023365,O0069020,Unknown,6525.72
PAY0023366,O0097418,UPI,12771.49
PAY0023367,O0069944,Unknown,10831.52
PAY0023368,O0097751,Card,21894.87
PAY0023369,O0073118,Card,3973.64
PAY0023370,O0099854,UPI,19661.0
PAY0023371,O0012627,NetBanking,13492.05
PAY0023372,O0078563,Card,5137.04
PAY0023373,O0027046,NetBanking,9956.45
PAY0023374,O0055175,NetBanking,22428.74
PAY0023375,O0072473,COD,10473.04
PAY0023376,O0097327,UPI,8722.6
PAY0023377,O0085619,Card,36.92
PAY0023378,O0045699,Unknown,13646.66
PAY0023379,O0000649,UPI,23394.92
PAY0023380,O0073272,UPI,20746.45
PAY0023381,O0036746,Card,11730.48
PAY0023382,O0081885,Unknown,4367.62
PAY0023383,O0053942,Unknown,771.99
PAY0023384,O0003829,COD,21002.69
PAY0023385,O0079365,Card,5441.17
PAY0023386,O0031854,NetBanking,2857.71
PAY0023387,O0041360,UPI,18428.41
PAY0023388,O0017642,COD,8330.83
PAY0023389,O0025953,Card,20054.64
PAY0023390,O0066608,COD,13830.33
PAY0023391,O0006444,COD,7004.25
PAY0023392,O0036174,Unknown,24466.83
PAY0023393,O0059144,UPI,20971.4
PAY0023394,O0038436,Card,23338.71
PAY0023395,O0007428,Card,391.12
PAY0023396,O0037768,UPI,10975.27
PAY0023397,O0054115,COD,4104.66
PAY0023398,O0082587,NetBanking,20299.79
PAY0023399,O0024408,UPI,19225.72
PAY0023400,O0056024,UPI,10238.53
PAY0023401,O0041293,COD,19862.67
PAY0023402,O0027358,NetBanking,21403.3
PAY0023403,O0070839,UPI,6130.66
PAY0023404,O0026241,COD,4578.24
PAY0023405,O0022426,UPI,8093.28
PAY0023406,O0076830,Card,20751.1
PAY0023407,O0075679,NetBanking,3338.53
PAY0023408,O0010101,UPI,11950.16
PAY0023409,O0052828,Card,23067.24
PAY0023410,O0083399,UPI,10696.25
PAY0023411,O0068933,UPI,116.25
PAY0023412,O0096176,COD,12661.86
PAY0023413,O0049163,Card,11683.33
PAY0023414,O0080589,COD,2352.19
PAY0023415,O0082044,UPI,5553.01
PAY0023416,O0041638,Card,79.93
PAY0023417,O0001175,UPI,23134.94
PAY0023418,O0072287,UPI,481.57
PAY0023419,O0037733,UPI,23434.72
PAY0023420,O0010358,UPI,23731.93
PAY0023421,O0084779,Unknown,2182.15
PAY0023422,O0023363,UPI,447.72
PAY0023423,O0075864,UPI,16928.34
PAY0023424,O0017902,UPI,24644.28
PAY0023425,O0048513,Unknown,7518.92
PAY0023426,O0035937,UPI,20526.22
PAY0023427,O0058567,UPI,19874.35
PAY0023428,O0028911,UPI,2131.15
PAY0023429,O0097722,Card,11770.75
PAY0023430,O0058238,Card,17221.22
PAY0023431,O0069039,COD,14664.56
PAY0023432,O0084825,NetBanking,20058.29
PAY0023434,O0097827,Unknown,7992.03
PAY0023435,O0065476,Unknown,22486.72
PAY0023436,O0073456,UPI,1440.87
PAY0023437,O0077580,UPI,7785.16
PAY0023438,O0064097,Unknown,17103.13
PAY0023439,O0084986,Card,21653.67
PAY0023440,O0098084,Unknown,827.71
PAY0023441,O0041855,COD,21729.04
PAY0023442,O0072513,Card,21673.14
PAY0023443,O0062219,Card,5990.79
PAY0023444,O0014538,NetBanking,5875.14
PAY0023445,O0042879,UPI,20646.4
PAY0023446,O0010433,COD,1784.21
PAY0023447,O0098824,UPI,24241.54
PAY0023448,O0038669,COD,6929.01
PAY0023449,O0024190,UPI,7511.99
PAY0023450,O0026008,Card,12500.68
PAY0023451,O0051915,Unknown,3745.93
PAY0023452,O0037959,Card,17207.95
PAY0023453,O0010983,NetBanking,5749.79
PAY0023455,O0001219,NetBanking,11215.12
PAY0023456,O0060268,UPI,10204.7
PAY0023457,O0087635,UPI,6075.32
PAY0023458,O0082607,UPI,13607.17
PAY0023459,O0054386,NetBanking,7537.49
PAY0023460,O0087116,UPI,15583.9
PAY0023461,O0030372,Unknown,12216.13
PAY0023462,O0029700,Card,1485.09
PAY0023463,O0061102,UPI,22455.99
PAY0023464,O0090917,Unknown,21179.6
PAY0023465,O0007305,UPI,5584.15
PAY0023466,O0082093,Unknown,479.21
PAY0023467,O0004644,COD,23117.28
PAY0023468,O0078113,COD,22566.54
PAY0023469,O0093527,COD,5440.64
PAY0023470,O0003403,Unknown,12414.75
PAY0023471,O0079301,COD,2932.61
PAY0023472,O0054141,Unknown,1201.09
PAY0023473,O0016962,COD,23713.97
PAY0023474,O0076538,COD,9079.31
PAY0023475,O0010801,Card,16442.61
PAY0023476,O0062058,Unknown,13901.51
PAY0023477,O0040101,Card,9005.35
PAY0023478,O0019613,NetBanking,7563.41
PAY0023479,O0024745,NetBanking,35.75
PAY0023480,O0014248,UPI,11577.19
PAY0023481,O0049064,Unknown,17685.38
PAY0023482,O0019188,UPI,9722.94
PAY0023483,O0057883,Card,8941.67
PAY0023484,O0093631,Card,5898.65
PAY0023485,O0085091,UPI,21814.73
PAY0023486,O0050602,Card,1839.8
PAY0023487,O0062790,COD,15934.74
PAY0023488,O0008393,UPI,24832.24
PAY0023489,O0078709,NetBanking,17344.84
PAY0023490,O0009103,UPI,4542.25
PAY0023491,O0036484,NetBanking,3900.2
PAY0023492,O0045756,Unknown,5421.59
PAY0023493,O0069930,COD,20337.63
PAY0023494,O0016105,UPI,12336.13
PAY0023495,O0006266,UPI,10669.87
PAY0023496,O0063741,UPI,20786.14
PAY0023497,O0058995,UPI,14823.92
PAY0023498,O0025612,NetBanking,12439.26
PAY0023499,O0006945,UPI,1327.21
PAY0023500,O0001591,Card,24296.3
PAY0023501,O0056303,UPI,1586.85
PAY0023502,O0010618,Card,17164.14
PAY0023503,O0045964,UPI,2993.98
PAY0023504,O0033563,UPI,10618.01
PAY0023505,O0067375,UPI,6548.79
PAY0023506,O0011936,COD,11502.38
PAY0023507,O0054697,COD,2289.1
PAY0023508,O0026637,UPI,5871.3
PAY0023509,O0055649,Card,7583.19
PAY0023510,O0068305,UPI,16029.09
PAY0023511,O0068292,Card,13414.09
PAY0023512,O0067984,Card,13556.36
PAY0023513,O0027846,UPI,15558.18
PAY0023514,O0005626,UPI,21433.8
PAY0023515,O0068137,UPI,12469.28
PAY0023516,O0012405,Card,1983.57
PAY0023517,O0083256,UPI,19276.58
PAY0023518,O0023110,UPI,5867.86
PAY0023519,O0011617,UPI,6595.85
PAY0023520,O0004935,NetBanking,9575.0
PAY0023521,O0012674,UPI,5262.52
PAY0023522,O0047748,UPI,14835.18
PAY0023523,O0094236,UPI,6833.57
PAY0023524,O0014975,UPI,20090.38
PAY0023525,O0063821,UPI,6228.81
PAY0023526,O0092911,UPI,17630.56
PAY0023527,O0051992,COD,952.68
PAY0023528,O0092698,COD,20764.04
PAY0023529,O0012727,Card,4919.77
PAY0023530,O0009763,UPI,19919.07
PAY0023531,O0007359,NetBanking,369.06
PAY0023532,O0013583,UPI,12448.47
PAY0023533,O0067976,NetBanking,5267.69
PAY0023534,O0058779,UPI,14057.81
PAY0023535,O0094956,NetBanking,24.02
PAY0023536,O0056822,NetBanking,13685.2
PAY0023537,O0051550,UPI,14497.86
PAY0023538,O0010061,UPI,3425.89
PAY0023539,O0063901,COD,14493.77
PAY0023540,O0040689,COD,8139.29
PAY0023541,O0031005,UPI,6080.65
PAY0023542,O0095095,Unknown,5331.36
PAY0023543,O0049958,NetBanking,11370.93
PAY0023544,O0097130,NetBanking,2794.26
PAY0023545,O0063003,Unknown,8746.08
PAY0023546,O0066480,UPI,21470.89
PAY0023547,O0019932,COD,18594.35
PAY0023548,O0067917,COD,1089.0
PAY0023549,O0085341,UPI,24364.26
PAY0023550,O0069963,COD,9874.42
PAY0023551,O0058162,Card,2625.74
PAY0023552,O0095220,UPI,9871.66
PAY0023553,O0088617,Unknown,6970.05
PAY0023554,O0016392,NetBanking,10936.88
PAY0023555,O0087532,UPI,22746.96
PAY0023556,O0004218,NetBanking,21045.6
PAY0023557,O0073445,NetBanking,23709.48
PAY0023558,O0059107,NetBanking,307.04
PAY0023559,O0048650,UPI,1881.35
PAY0023560,O0085554,UPI,18199.04
PAY0023561,O0013422,COD,4846.94
PAY0023562,O0035241,Card,15950.76
PAY0023563,O0084106,COD,6528.35
PAY0023564,O0088836,NetBanking,20709.14
PAY0023565,O0044713,UPI,22938.41
PAY0023566,O0004175,Unknown,3029.75
PAY0023567,O0096581,UPI,10877.23
PAY0023568,O0044509,NetBanking,1824.52
PAY0023569,O0020035,COD,431.15
PAY0023570,O0044497,COD,5304.88
PAY0023571,O0018195,Unknown,24535.36
PAY0023572,O0093867,NetBanking,544.69
PAY0023573,O0050903,UPI,9443.08
PAY0023574,O0027843,NetBanking,1261.72
PAY0023575,O0085287,NetBanking,4042.46
PAY0023576,O0069348,UPI,12757.05
PAY0023577,O0010489,Card,10670.93
PAY0023578,O0026269,NetBanking,20610.62
PAY0023579,O0037964,Unknown,13196.7
PAY0023580,O0026949,Card,11942.64
PAY0023581,O0003114,Unknown,1778.73
PAY0023582,O0031290,NetBanking,3748.82
PAY0023583,O0019939,COD,4800.76
PAY0023584,O0033453,NetBanking,1294.59
PAY0023585,O0099800,Unknown,11115.34
PAY0023586,O0013486,UPI,827.22
PAY0023587,O0044622,COD,12538.44
PAY0023588,O0072062,NetBanking,9280.38
PAY0023589,O0021032,COD,6121.67
PAY0023590,O0033559,COD,19701.42
PAY0023591,O0005614,NetBanking,22953.46
PAY0023592,O0069072,UPI,18218.08
PAY0023593,O0036934,Unknown,15947.28
PAY0023594,O0075526,Unknown,22600.25
PAY0023595,O0091136,Card,8456.16
PAY0023596,O0085451,UPI,17045.01
PAY0023597,O0083944,Unknown,10428.29
PAY0023598,O0082188,Card,2742.56
PAY0023599,O0034610,Unknown,7173.81
PAY0023600,O0097428,UPI,23034.76
PAY0023601,O0073542,Unknown,22895.84
PAY0023602,O0052688,Card,21956.91
PAY0023603,O0008342,Unknown,14450.15
PAY0023604,O0096087,Unknown,15095.14
PAY0023605,O0070661,UPI,1699.41
PAY0023606,O0046736,NetBanking,20762.92
PAY0023607,O0016479,Card,987.62
PAY0023608,O0039295,Unknown,22045.44
PAY0023609,O0040323,UPI,23501.75
PAY0023610,O0000472,Unknown,14736.13
PAY0023611,O0069975,NetBanking,18239.58
PAY0023612,O0046240,UPI,1148.38
PAY0023613,O0052277,COD,2614.06
PAY0023614,O0069437,Card,1366.47
PAY0023615,O0063128,Unknown,1196.0
PAY0023616,O0071854,NetBanking,910.85
PAY0023617,O0058502,UPI,15133.58
PAY0023618,O0042359,COD,18103.12
PAY0023619,O0082907,Card,12760.72
PAY0023620,O0026621,NetBanking,6938.73
PAY0023621,O0084832,UPI,7563.19
PAY0023622,O0054337,COD,10109.91
PAY0023623,O0063891,Unknown,21221.58
PAY0023624,O0067589,UPI,10733.42
PAY0023625,O0082620,NetBanking,18563.3
PAY0023626,O0081821,COD,17321.12
PAY0023627,O0098888,UPI,4357.68
PAY0023628,O0032209,UPI,1287.0
PAY0023629,O0057202,Card,13641.0
PAY0023630,O0071596,NetBanking,10813.77
PAY0023631,O0086933,Card,17030.58
PAY0023632,O0085870,Card,3437.9
PAY0023633,O0023693,Unknown,9600.24
PAY0023634,O0031067,UPI,13050.32
PAY0023635,O0078604,COD,13919.87
PAY0023636,O0059679,Unknown,6320.97
PAY0023637,O0039193,Card,23491.24
PAY0023638,O0011706,UPI,7103.67
PAY0023639,O0038687,UPI,10292.59
PAY0023640,O0077315,UPI,24216.76
PAY0023641,O0019434,UPI,1446.12
PAY0023642,O0058524,NetBanking,5150.32
PAY0023643,O0075818,UPI,10867.74
PAY0023644,O0052670,Unknown,20452.65
PAY0023645,O0088546,UPI,269.15
PAY0023646,O0054419,NetBanking,5910.3
PAY0023647,O0011014,UPI,22348.54
PAY0023648,O0074552,UPI,7722.52
PAY0023649,O0079516,NetBanking,2221.23
PAY0023650,O0065422,UPI,602.72
PAY0023651,O0028005,Unknown,11039.87
PAY0023652,O0056187,UPI,21727.11
PAY0023653,O0021017,UPI,20075.49
PAY0023654,O0031846,Card,1061.53
PAY0023655,O0028098,Card,12661.31
PAY0023656,O0059616,Unknown,4558.73
PAY0023657,O0033854,Unknown,19960.69
PAY0023658,O0018535,UPI,7480.44
PAY0023659,O0009507,UPI,3401.97
PAY0023660,O0033837,NetBanking,14432.04
PAY0023661,O0013385,Unknown,17895.46
PAY0023662,O0090656,UPI,13974.6
PAY0023663,O0083011,NetBanking,2077.48
PAY0023664,O0008689,UPI,10324.58
PAY0023665,O0013754,UPI,14228.86
PAY0023666,O0039506,UPI,24838.58
PAY0023667,O0011301,NetBanking,5930.5
PAY0023668,O0048696,NetBanking,9280.89
PAY0023669,O0097102,COD,18048.4
PAY0023670,O0012538,NetBanking,22646.72
PAY0023671,O0075948,UPI,19858.09
PAY0023672,O0082751,COD,18582.71
PAY0023673,O0024972,COD,19036.2
PAY0023674,O0036711,NetBanking,14490.37
PAY0023675,O0039466,NetBanking,5127.87
PAY0023676,O0048933,UPI,18968.73
PAY0023677,O0055949,Unknown,4793.59
PAY0023678,O0085585,Unknown,23338.95
PAY0023679,O0030224,NetBanking,19893.02
PAY0023680,O0051445,Unknown,13822.93
PAY0023681,O0004265,UPI,1284.01
PAY0023682,O0090930,NetBanking,23374.39
PAY0023683,O0084504,UPI,15235.99
PAY0023684,O0051778,UPI,2810.09
PAY0023686,O0004301,COD,21509.37
PAY0023687,O0019873,COD,5437.41
PAY0023688,O0058762,UPI,19158.76
PAY0023689,O0074551,COD,5495.59
PAY0023690,O0003747,Unknown,18577.73
PAY0023691,O0036471,NetBanking,23506.16
PAY0023692,O0059870,UPI,17418.11
PAY0023693,O0072560,COD,17146.36
PAY0023694,O0027658,UPI,14492.62
PAY0023695,O0091650,Card,8267.07
PAY0023696,O0038331,NetBanking,888.19
PAY0023697,O0070672,COD,20023.05
PAY0023698,O0035593,UPI,18782.28
PAY0023699,O0081550,UPI,11035.5
PAY0023700,O0003143,Card,643.63
PAY0023701,O0007513,COD,11240.28
PAY0023702,O0008277,UPI,2506.6
PAY0023703,O0064935,Unknown,24603.58
PAY0023704,O0024970,Unknown,5396.59
PAY0023705,O0057395,UPI,12705.29
PAY0023706,O0075504,Unknown,5992.37
PAY0023707,O0029187,Unknown,15311.26
PAY0023708,O0047348,Card,1380.5
PAY0023709,O0014905,UPI,16244.47
PAY0023710,O0098842,Unknown,1432.58
PAY0023711,O0096110,UPI,19989.93
PAY0023712,O0044561,Unknown,11383.26
PAY0023713,O0012945,Unknown,21244.02
PAY0023714,O0011246,UPI,10249.96
PAY0023715,O0083294,Unknown,23932.23
PAY0023716,O0045410,UPI,14069.85
PAY0023717,O0011132,COD,24783.79
PAY0023718,O0079604,Card,23320.52
PAY0023719,O0053655,Unknown,19527.59
PAY0023720,O0030539,Unknown,17068.63
PAY0023721,O0066724,UPI,14528.29
PAY0023722,O0069598,Unknown,17559.5
PAY0023723,O0022974,Card,2276.53
PAY0023724,O0062326,Card,22938.85
PAY0023725,O0055759,Unknown,2527.14
PAY0023726,O0030592,Card,5357.63
PAY0023727,O0053277,NetBanking,8847.68
PAY0023728,O0068858,UPI,6342.42
PAY0023729,O0035832,NetBanking,13882.07
PAY0023730,O0081267,Unknown,4288.7
PAY0023731,O0087919,COD,6546.32
PAY0023732,O0021994,COD,8351.33
PAY0023733,O0038319,UPI,22063.27
PAY0023734,O0012669,UPI,18892.91
PAY0023735,O0072316,NetBanking,4397.68
PAY0023736,O0034474,Unknown,15018.74
PAY0023737,O0021149,COD,21575.16
PAY0023738,O0027037,NetBanking,11451.25
PAY0023739,O0026174,NetBanking,24645.46
PAY0023740,O0037063,UPI,16454.35
PAY0023741,O0073297,UPI,17053.86
PAY0023742,O0019905,UPI,8103.4
PAY0023743,O0030211,Unknown,12820.8
PAY0023744,O0039266,COD,4618.48
PAY0023745,O0057458,COD,18592.62
PAY0023746,O0014921,NetBanking,7148.01
PAY0023747,O0039344,UPI,19207.91
PAY0023748,O0019648,Card,20169.27
PAY0023749,O0037460,COD,9661.9
PAY0023750,O0011673,UPI,8214.47
PAY0023751,O0052365,NetBanking,21123.39
PAY0023752,O0053369,Unknown,21691.27
PAY0023753,O0028423,UPI,12654.91
PAY0023754,O0078308,NetBanking,6749.77
PAY0023755,O0058118,Card,11445.08
PAY0023756,O0059678,COD,5003.76
PAY0023757,O0038447,COD,11720.75
PAY0023758,O0052577,UPI,5478.95
PAY0023759,O0073388,COD,10449.44
PAY0023760,O0085077,Card,13658.24
PAY0023761,O0059546,Card,11939.73
PAY0023762,O0038322,UPI,18241.95
PAY0023763,O0028910,NetBanking,9388.68
PAY0023764,O0090629,COD,14412.34
PAY0023765,O0025525,UPI,19512.8
PAY0023766,O0033842,Card,3807.62
PAY0023767,O0088459,UPI,12867.74
PAY0023768,O0094697,Card,22993.2
PAY0023769,O0049132,COD,15928.59
PAY0023770,O0061442,UPI,14092.07
PAY0023771,O0008950,COD,9315.59
PAY0023772,O0033629,NetBanking,5655.44
PAY0023773,O0046565,Unknown,5162.74
PAY0023774,O0006019,NetBanking,17645.6
PAY0023775,O0005208,UPI,6824.07
PAY0023776,O0031102,Unknown,12434.64
PAY0023777,O0086676,UPI,12286.09
PAY0023778,O0017490,UPI,353.94
PAY0023779,O0030457,UPI,18002.3
PAY0023780,O0041127,UPI,14528.08
PAY0023781,O0033408,Card,24172.35
PAY0023782,O0096977,COD,4365.62
PAY0023783,O0033806,UPI,6777.09
PAY0023784,O0041469,NetBanking,2298.69
PAY0023785,O0072839,Unknown,22621.46
PAY0023786,O0027564,COD,11108.82
PAY0023787,O0057197,UPI,22025.39
PAY0023788,O0055282,COD,22694.98
PAY0023789,O0035152,UPI,15699.52
PAY0023791,O0019329,Unknown,9636.38
PAY0023792,O0060531,Card,19725.72
PAY0023793,O0070257,Unknown,24572.04
PAY0023794,O0074497,UPI,19334.75
PAY0023795,O0012006,Card,18685.94
PAY0023796,O0018487,NetBanking,790.65
PAY0023797,O0086644,UPI,14940.34
PAY0023798,O0030948,COD,3953.12
PAY0023799,O0086834,UPI,8457.27
PAY0023800,O0034644,COD,20768.93
PAY0023801,O0072142,UPI,9992.03
PAY0023802,O0005859,NetBanking,7620.39
PAY0023803,O0089815,Unknown,2532.89
PAY0023804,O0015776,NetBanking,9675.2
PAY0023805,O0063068,UPI,24908.11
PAY0023806,O0015569,Card,9017.59
PAY0023807,O0038259,COD,13274.87
PAY0023808,O0064398,Card,11027.21
PAY0023809,O0021012,UPI,17786.95
PAY0023811,O0038066,UPI,6475.42
PAY0023812,O0079795,UPI,10420.64
PAY0023813,O0060740,UPI,18692.69
PAY0023814,O0020938,NetBanking,16267.13
PAY0023815,O0010256,Unknown,6475.64
PAY0023816,O0006413,UPI,3779.19
PAY0023817,O0048945,Card,24870.7
PAY0023818,O0045983,Card,4632.43
PAY0023819,O0035857,Unknown,19076.55
PAY0023820,O0034519,UPI,2232.24
PAY0023821,O0032165,COD,20281.53
PAY0023822,O0090730,COD,13713.43
PAY0023823,O0067086,NetBanking,20079.49
PAY0023824,O0021780,Card,22839.18
PAY0023825,O0043385,COD,1318.61
PAY0023826,O0000018,NetBanking,15834.05
PAY0023827,O0095402,Unknown,18309.29
PAY0023828,O0087629,UPI,2841.29
PAY0023829,O0002708,UPI,334.27
PAY0023830,O0035302,Card,17234.81
PAY0023831,O0027799,Card,18933.55
PAY0023832,O0091269,NetBanking,9159.27
PAY0023833,O0002664,Card,11550.34
PAY0023834,O0051207,UPI,5860.08
PAY0023835,O0034764,NetBanking,18027.41
PAY0023836,O0075459,UPI,10383.24
PAY0023837,O0041007,UPI,3412.13
PAY0023838,O0005196,Unknown,23677.61
PAY0023839,O0032717,Unknown,4915.04
PAY0023840,O0043047,Unknown,16239.74
PAY0023841,O0025070,Unknown,13609.25
PAY0023842,O0070135,COD,9088.99
PAY0023843,O0062840,NetBanking,4574.6
PAY0023844,O0018907,UPI,17138.59
PAY0023845,O0098009,UPI,11928.47
PAY0023847,O0018181,Card,3293.44
PAY0023848,O0058556,Card,7190.77
PAY0023849,O0018988,UPI,12521.34
PAY0023850,O0017296,Unknown,15540.56
PAY0023851,O0083229,NetBanking,17583.01
PAY0023852,O0081560,COD,14430.87
PAY0023853,O0065323,Card,4914.8
PAY0023854,O0087316,UPI,16915.27
PAY0023855,O0033428,COD,16183.43
PAY0023856,O0097431,UPI,29.6
PAY0023857,O0083661,Card,24792.1
PAY0023858,O0051893,UPI,21461.63
PAY0023859,O0020904,Card,2606.95
PAY0023860,O0046049,Unknown,7547.21
PAY0023861,O0054916,NetBanking,19719.95
PAY0023862,O0067705,Unknown,24827.63
PAY0023863,O0028677,Unknown,8550.14
