product_id,category,price,brand,stock
P001773,electronics,923.3,Samsung,716
P001774,Fashion,346.97,Sony,418
P001775,,205.16,Boat,975
P001776,Sports,280.95,Sony,879
P001777,,733.33,,949
P001778,Sports,250.63,Samsung,791
P001779,Electronics,167.92,Nike,467
P001780,Electronics,127.66,Samsung,213
P001781,,519.4,Samsung,124
P001782,,793.59,Samsung,28
P001783,,343.53,Sony,678
P001784,,136.58,Samsung,890
P001785,,311.93,,453
P001786,,589.68,Nike,276
P001787,,549.35,,214
P001788,Electronics,237.3,Boat,46
P001789,Home,119.8,,869
P001790,Sports,223.34,,49
P001791,Electronics,329.38,Samsung,526
P001792,Electronics,248.48,Samsung,446
P001793,electronics,140.43,Nike,90
P001794,Home,160.09,Sony,258
P001795,Home,505.18,sony,337
P001796,Beauty,748.55,,145
P001797,Home,1287.1,Sony,80
P001798,,191.48,,28
P001799,Home,426.52,Samsung,272
P001800,Sports,288.74,Samsung,598
P001801,Beauty,274.36,Nike,561
P001802,Electronics,362.32,Samsung,113
P001803,Home,653.42,Samsung,435
P001804,Beauty,583.86,Nike,426
P001805,Home,107.52,Nike,396
P001806,,1579.9,Sony,387
P001807,electronics,751.37,Boat,551
P001808,Electronics,152.87,Samsung,196
P001809,,286.52,Sony,634
P001810,Home,37118.5,,146
P001811,Home,224.39,Samsung,-4
P001812,Electronics,768.83,Sony,54
P001813,Fashion,323.47,Nike,314
P001814,Fashion,451.83,Boat,148
P001815,,250.65,sony,649
P001816,Electronics,259.74,sony,568
P001817,electronics,405.36,Nike,644
P001818,Home,280.86,Sony,831
P001819,electronics,855.38,Sony,698
P001820,Beauty,19374.0,,208
P001821,Electronics,299.21,sony,601
P001822,Electronics,946.81,sony,920
P001823,Beauty,412.19,sony,273
P001824,Sports,269.01,Boat,355
P001825,,427.95,,901
P001826,Home,738.69,Sony,550
P001827,Beauty,149.53,,360
P001828,Beauty,382.65,Nike,104
P001829,Electronics,563.32,sony,298
P001830,electronics,491.49,Samsung,212
P001831,Sports,446.38,Boat,973
P001832,electronics,654.95,Nike,24
P001833,Sports,957.12,Samsung,958
P001834,,462.95,Nike,587
P001835,Fashion,506.47,,516
P001836,electronics,455.43,sony,587
P001837,Home,181.94,sony,339
P001838,Electronics,239.57,sony,938
P001839,Electronics,342.09,Samsung,518
P001840,Fashion,626.02,,823
P001841,Electronics,940.49,Samsung,916
P001842,Home,402.05,Samsung,695
P001843,Home,78.14,,648
P001844,Electronics,39748.0,Sony,103
P001845,Home,25648.5,sony,605
P001846,electronics,259.64,sony,954
P001847,,518.35,Nike,134
P001848,Electronics,501.8,Samsung,117
P001849,,874.21,Samsung,720
P001850,Beauty,7391.500000000001,sony,298
P001851,Electronics,847.35,sony,230
P001852,Electronics,115.23,Nike,813
P001853,Home,378.96,sony,420
P001854,Electronics,918.79,Boat,217
P001855,Sports,363.34,Sony,868
P001856,Fashion,161.6,Samsung,135
P001857,Beauty,171.2,Samsung,915
P001858,Beauty,269.35,Nike,310
P001859,,775.53,Samsung,-15
P001860,electronics,148.6,,440
P001861,electronics,509.91,sony,424
P001862,electronics,930.85,,-18
P001863,,294.18,Boat,282
P001864,Fashion,579.83,Samsung,483
P001865,Electronics,266.5,Sony,985
P001866,Fashion,75.44,Samsung,508
P001867,Home,317.33,Sony,136
P001868,Fashion,432.73,Nike,453
P001869,Sports,774.0,Boat,586
P001870,electronics,568.49,Boat,455
P001871,,306.89,Nike,520
P001872,Beauty,219.04,Samsung,641
P001873,electronics,1118.07,sony,428
P001874,Home,154.37,,870
P001875,Home,420.43,sony,809
P001876,Fashion,857.37,Boat,180
P001877,,211.34,Sony,452
P001878,Fashion,237.32,,799
P001879,Fashion,140.79,Nike,614
P001880,Fashion,238.39,Boat,102
P001881,Fashion,191.79,Samsung,912
P001882,Beauty,114.16,,667
P001883,Home,358.79,sony,462
P001884,Home,187.79,Nike,807
P001885,Sports,417.94,Nike,-20
P001886,electronics,57.53,Samsung,932
P001887,Sports,378.08,Samsung,585
P001888,Sports,275.4,Sony,704
P001889,Fashion,331.69,Boat,861
P001890,,1245.83,Boat,292
P001891,,420.78,sony,577
P001892,,228.37,sony,559
P001893,,705.58,,941
P001894,Sports,1214.53,Nike,721
P001895,Beauty,228.4,Sony,266
P001896,Home,214.82,Nike,842
P001897,Fashion,995.06,sony,719
P001898,Electronics,1371.99,,338
P001899,Home,337.83,sony,249
P001900,Electronics,549.65,Samsung,79
P001901,,208.11,sony,335
P001902,,1094.23,Samsung,324
P001903,Home,520.5,Nike,971
P001904,Home,781.46,Boat,212
P001905,,163.14,sony,702
P001906,Beauty,285.04,Nike,656
P001907,Beauty,1495.9,,21
P001908,Fashion,662.3,Samsung,384
P001909,Beauty,239.48,Samsung,290
P001910,Sports,450.72,,82
P001911,electronics,283.44,,560
P001912,Home,745.95,sony,385
P001913,Beauty,639.44,Samsung,658
P001914,Fashion,49.37,sony,567
P001915,Sports,279.9,,17
P001916,,503.6,Samsung,302
P001917,Beauty,505.74,Samsung,922
P001918,Sports,168.01,,750
P001919,Fashion,610.36,Samsung,873
P001920,Beauty,198.96,Sony,279
P001921,Sports,210.46,Samsung,803
P001922,electronics,577.63,Sony,76
P001923,Sports,174.81,Sony,221
P001924,Home,615.57,,770
P001925,Home,238.05,Nike,685
P001926,Sports,337.74,Nike,976
P001927,Sports,814.16,Nike,5
P001928,,714.54,,781
P001929,,157.68,Boat,169
P001930,electronics,1154.44,Boat,935
P001931,,569.32,,41
P001932,Home,408.96,Boat,146
P001933,Sports,611.91,Sony,643
P001934,Home,1146.78,Nike,968
P001935,,142.95,Samsung,755
P001936,Beauty,848.14,Sony,339
P001937,electronics,393.73,Sony,599
P001938,Electronics,768.78,Boat,832
P001939,,653.19,Samsung,337
P001940,electronics,1067.18,,129
P001941,Sports,348.24,Samsung,322
P001942,Fashion,648.96,Sony,274
P001943,Sports,210.28,Boat,68
P001944,electronics,337.89,sony,886
P001945,Fashion,1709.73,sony,542
P001946,Home,930.84,,29
P001947,Fashion,17746.0,Boat,741
P001948,electronics,254.25,,206
P001949,,239.94,Sony,98
P001950,Beauty,441.38,,573
P001951,Electronics,144.48,,729
P001952,Home,271.25,Nike,56
P001953,,880.32,,138
P001954,Home,113.49,Samsung,313
P001955,Electronics,284.11,Sony,19
P001956,electronics,204.26,sony,480
P001957,electronics,480.04,Boat,92
P001958,Home,569.72,Sony,890
P001959,,620.7,Samsung,178
P001960,Beauty,327.92,Samsung,813
P001961,Sports,80.32,sony,325
P001962,Fashion,133.28,Nike,634
P001963,Sports,281.36,Sony,495
P001964,Home,246.72,Samsung,510
P001965,Beauty,471.15,Sony,436
P001966,Fashion,369.47,,452
P001967,Sports,822.26,Boat,268
P001968,Beauty,904.26,Boat,470
P001969,,30734.500000000004,,593
P001970,Home,126.0,Samsung,866
P001971,Electronics,1059.91,sony,321
P001972,Electronics,189.27,Sony,65
P001973,Fashion,386.51,sony,426
P001974,Beauty,223.3,Sony,708
P001975,Beauty,23180.0,Nike,809
P001976,Sports,1072.22,,568
P001977,Electronics,138.24,Boat,792
P001978,Sports,529.83,Nike,607
P001979,,174.27,Boat,582
P001980,Electronics,218.44,Samsung,249
P001981,Fashion,522.39,Sony,66
P001982,Electronics,420.38,Boat,28
P001983,Electronics,323.87,sony,795
P001984,Beauty,520.14,,47
P001985,Electronics,707.11,sony,497
P001986,electronics,367.17,Samsung,911
P001987,Sports,151.35,Nike,847
P001988,Beauty,509.45,Nike,105
P001989,electronics,330.2,Nike,94
P001990,Fashion,263.88,,477
P001991,Electronics,436.66,Boat,57
P001992,Electronics,931.33,,501
P001993,Sports,283.01,Samsung,-13
P001994,Home,172.11,Sony,99
P001995,electronics,487.2,Sony,824
P001996,Electronics,353.53,Samsung,286
P001997,Electronics,2038.37,,389
P001998,,714.6,,324
P001999,Sports,230.08,,453
P002000,,427.04,Nike,270
P002001,Beauty,372.92,Nike,699
P002002,Fashion,887.23,Boat,740
P002003,Electronics,713.88,Boat,592
P002004,Sports,264.39,Sony,325
P002005,Electronics,340.5,Sony,337
P002006,electronics,189.03,sony,950
P002007,,20995.5,Nike,335
P002008,Beauty,589.19,Samsung,774
P002009,electronics,272.59,Samsung,143
P002010,Home,374.73,Samsung,393
P002011,Fashion,256.44,Samsung,259
P002012,Home,125.53,,503
P002013,Fashion,139.79,Samsung,515
P002014,Electronics,499.84,Samsung,-16
P002015,Beauty,1011.5,,180
P002016,,603.97,,297
P002017,Sports,269.4,Samsung,765
P002018,Electronics,478.81,Boat,131
P002019,Home,338.02,,777
P002020,electronics,411.48,Nike,755
P002021,Sports,610.78,,439
P002022,Beauty,238.11,Boat,439
P002023,,195.56,Samsung,762
P002024,Home,116.75,sony,418
P002025,,1191.5,,952
P002026,Fashion,285.72,Nike,187
P002027,Electronics,621.61,sony,990
P002028,Electronics,177.3,Nike,875
P002029,Sports,349.48,Samsung,578
P002030,Fashion,1166.14,,497
P002031,Home,365.07,sony,671
P002032,Fashion,621.13,Nike,264
P002033,Beauty,647.7,,927
P002034,Beauty,695.6,Sony,214
P002035,Fashion,239.51,Sony,99
P002036,,146.84,,203
P002037,electronics,235.85,Boat,662
P002038,Electronics,510.56,Sony,237
P002039,Fashion,311.97,,40
P002040,Beauty,134.15,Sony,25
P002041,Electronics,216.47,,78
P002042,,567.67,Boat,843
P002043,Home,615.99,,64
P002044,Electronics,612.99,Samsung,437
P002045,Electronics,439.03,Samsung,5
P002046,,400.43,Sony,302
P002047,,150.85,Samsung,992
P002048,Electronics,465.99,,547
P002049,Electronics,101.61,Nike,837
P002050,Sports,617.83,,273
P002051,electronics,358.92,sony,980
P002052,Fashion,291.35,Boat,557
P002053,,1788.06,sony,798
P002054,Home,383.65,Nike,445
P002055,Beauty,365.56,Sony,947
P002056,Home,400.51,Sony,198
P002057,Home,340.07,,682
P002058,,228.1,Boat,908
P002059,Home,1199.01,Boat,528
P002060,Electronics,586.6,sony,939
P002061,Sports,400.57,Boat,968
P002062,Home,336.73,Sony,76
P002063,Beauty,492.89,Samsung,751
P002064,Home,603.07,,605
P002065,Electronics,319.19,Sony,866
P002066,electronics,220.77,,162
P002067,Fashion,180.58,Boat,207
P002068,Home,660.58,sony,948
P002069,Fashion,527.29,Nike,740
P002070,,242.16,Nike,514
P002071,Electronics,958.82,Samsung,792
P002072,Beauty,439.55,Nike,246
P002073,electronics,333.54,Nike,857
P002074,,205.73,,93
P002075,Sports,326.06,sony,828
P002076,electronics,938.51,sony,230
P002077,Home,138.63,Nike,133
P002078,,598.69,,877
P002079,Beauty,185.89,Boat,342
P002080,electronics,361.75,Boat,301
P002081,Sports,87.08,Sony,728
P002082,,366.96,Samsung,682
P002083,Electronics,500.02,Samsung,1
P002084,Home,135.81,Nike,829
P002085,Beauty,161.35,,733
P002086,Electronics,133.08,sony,651
P002087,Fashion,61.45,Samsung,828
P002088,Fashion,207.82,Sony,501
P002089,Beauty,306.33,Samsung,735
P002090,Beauty,905.62,Boat,216
P002091,Beauty,278.55,Nike,276
P002092,Fashion,188.14,sony,122
P002093,Electronics,859.56,Sony,238
P002094,,504.82,,699
P002095,Fashion,809.1,Nike,203
P002096,Fashion,376.53,Sony,458
P002097,,17315.5,Boat,411
P002098,Electronics,373.8,,261
P002099,electronics,290.57,Samsung,13
P002100,Sports,596.89,Samsung,609
P002101,Electronics,206.62,Nike,460
P002102,electronics,453.22,Nike,874
P002103,Fashion,306.65,sony,42
P002104,Sports,109.99,Boat,123
P002105,Electronics,533.9,Sony,493
P002106,Beauty,284.32,sony,978
P002107,Fashion,336.59,sony,404
P002108,Fashion,1173.07,Nike,404
P002109,,417.49,Samsung,885
P002110,Fashion,130.11,Nike,220
P002111,Beauty,268.28,Sony,824
P002112,Electronics,1723.46,,-8
P002113,Sports,343.25,,915
P002114,electronics,358.21,Samsung,503
P002115,,865.57,Boat,393
P002116,electronics,253.5,Nike,265
P002117,Sports,426.75,Nike,0
P002118,Fashion,725.15,Sony,464
P002119,Electronics,376.97,Sony,512
P002120,,88.58,,559
P002121,electronics,427.84,sony,192
P002122,electronics,248.12,Boat,564
P002123,electronics,299.64,sony,273
P002124,Beauty,263.62,Sony,53
P002125,electronics,463.09,sony,93
P002126,Beauty,54660.0,,416
P002127,electronics,362.86,,834
P002128,Fashion,628.56,Nike,34
P002129,Electronics,679.71,Sony,845
P002130,Electronics,258.43,Sony,986
P002131,Home,289.7,Samsung,854
P002132,electronics,1852.9,Boat,67
P002133,electronics,709.6,Sony,291
P002134,Electronics,420.96,Sony,80
P002135,Sports,122.93,Sony,715
P002136,Fashion,295.16,,162
P002137,Beauty,1070.37,sony,904
P002138,Sports,735.91,sony,570
P002139,Electronics,388.42,Samsung,184
P002140,,411.23,Samsung,480
P002141,,5403.5,Sony,792
P002142,Fashion,372.84,,998
P002143,electronics,921.86,,478
P002144,Electronics,713.4,,379
P002145,Home,729.19,,950
P002146,,626.32,sony,927
P002147,Fashion,552.57,,112
P002148,Fashion,388.14,Samsung,687
P002149,Sports,58.52,Nike,365
P002150,,200.02,Sony,427
P002151,electronics,811.53,Nike,126
P002152,Fashion,258.72,,463
P002153,Fashion,320.67,Boat,799
P002154,Sports,1097.09,Samsung,171
P002155,Electronics,256.86,Nike,179
P002156,Beauty,587.93,sony,52
P002157,Fashion,251.91,Samsung,781
P002158,Sports,274.55,sony,740
P002159,Electronics,330.61,sony,528
P002160,electronics,214.03,sony,946
P002161,Home,259.08,,144
P002162,Fashion,289.82,sony,189
P002163,Electronics,956.85,Nike,192
P002164,Beauty,248.56,,685
P002165,electronics,210.26,sony,372
P002166,Fashion,829.02,Sony,721
P002167,Sports,274.95,sony,661
P002168,Sports,648.34,Sony,221
P002169,Electronics,184.45,,52
P002170,Electronics,207.14,Samsung,413
P002171,Home,733.55,Boat,69
P002172,Fashion,168.54,,632
P002173,Home,743.04,,851
P002174,Fashion,353.86,sony,586
P002175,Electronics,649.45,Samsung,238
P002176,electronics,1008.15,Sony,763
P002177,Home,92.9,sony,585
P002178,Electronics,558.56,,914
P002179,,201.0,Boat,274
P002180,Home,629.71,sony,830
P002181,Fashion,279.38,sony,686
P002182,Electronics,161.73,Samsung,327
P002183,Sports,15869.0,,689
P002184,Beauty,290.04,Samsung,195
P002185,,338.76,Samsung,269
P002186,Beauty,383.4,Samsung,597
P002187,electronics,231.77,Samsung,185
P002188,Beauty,390.74,Nike,903
P002189,Home,101.85,Boat,-18
P002190,Sports,21659.5,Boat,630
P002191,,443.55,Samsung,36
P002192,Fashion,332.4,sony,447
P002193,Fashion,342.93,Nike,277
P002194,Home,522.21,sony,979
P002195,Electronics,215.56,Boat,484
P002196,electronics,900.21,sony,753
P002197,Home,147.84,,455
P002198,Fashion,170.79,Samsung,302
P002199,Electronics,349.89,sony,25
P002200,Beauty,508.0,,324
P002201,Home,200.6,Samsung,946
P002202,Electronics,312.81,sony,464
P002203,Beauty,556.35,Sony,677
P002204,Fashion,905.56,Sony,877
P002205,,343.22,sony,956
P002206,electronics,177.88,Boat,109
P002207,electronics,301.48,sony,403
P002208,electronics,377.18,Samsung,183
P002209,Beauty,357.27,Boat,812
P002210,Electronics,431.1,Samsung,195
P002211,Electronics,362.72,Sony,795
P002212,Beauty,100.11,Sony,794
P002213,,757.97,Boat,973
P002214,Fashion,336.16,Nike,802
P002215,Fashion,145.66,Samsung,268
P002216,electronics,312.41,,578
P002217,,120.98,Boat,786
P002218,Home,331.25,Nike,146
P002219,Fashion,323.8,,597
P002220,Beauty,258.25,sony,749
P002221,Electronics,609.37,Samsung,924
P002222,Electronics,1412.25,Sony,125
P002223,Home,821.3,Boat,615
P002224,electronics,513.7,Nike,102
P002225,Electronics,940.89,Nike,542
P002226,Home,200.08,sony,848
P002227,Home,1207.2,Nike,860
P002228,Home,287.43,sony,974
P002229,Electronics,297.72,Sony,306
P002230,Electronics,887.89,,196
P002231,Home,851.5,Samsung,722
P002232,electronics,628.51,sony,113
P002233,,583.57,sony,274
P002234,Home,376.54,sony,754
P002235,Home,311.22,Sony,678
P002236,Sports,160.78,,795
P002237,,2369.55,,130
P002238,Fashion,395.25,Boat,395
P002239,Electronics,109.03,Nike,35
P002240,Fashion,195.9,Samsung,675
P002241,Home,46.96,Sony,619
P002242,Home,299.42,Nike,872
P002243,Fashion,480.77,Sony,291
P002244,Sports,97.47,Nike,194
P002245,electronics,498.19,,895
P002246,Fashion,347.7,Boat,953
P002247,,432.83,sony,594
P002248,Home,31518.5,,934
P002249,Sports,1480.01,Boat,813
P002250,electronics,326.05,Sony,772
P002251,Sports,281.47,Nike,626
P002252,Sports,637.61,Samsung,468
P002253,,24843.5,Samsung,67
P002254,Home,2052.79,Sony,-10
P002255,Electronics,473.84,Boat,760
P002256,Fashion,249.75,,842
P002257,,388.19,Samsung,-10
P002258,electronics,983.23,sony,250
P002259,Fashion,544.55,Samsung,642
P002260,,1121.66,Samsung,519
P002261,Home,250.21,Samsung,383
P002262,Sports,752.41,,332
P002263,Home,484.42,Nike,579
P002264,,110.11,Nike,537
P002265,Sports,739.76,Nike,332
P002266,electronics,217.32,,374
P002267,Electronics,1144.94,Sony,144
P002268,electronics,451.62,Boat,577
P002269,,799.43,Boat,213
P002270,electronics,158.63,Samsung,147
P002271,Fashion,209.4,Nike,876
P002272,,421.6,sony,-9
P002273,Sports,95.29,Boat,893
P002274,Beauty,423.45,Sony,309
P002275,electronics,143.11,Nike,181
P002276,Electronics,561.95,Samsung,189
P002277,Sports,1054.4,sony,62
P002278,Fashion,917.4,Sony,126
P002279,Beauty,897.87,Nike,567
P002280,Beauty,502.36,sony,507
P002281,Home,645.78,sony,475
P002282,,319.95,,837
P002283,Electronics,276.13,Boat,131
P002284,electronics,264.4,Samsung,673
P002285,,60783.00000000001,Samsung,563
P002286,Sports,573.56,Nike,392
P002287,Beauty,430.9,,88
P002288,,172.42,Boat,490
P002289,Fashion,532.42,sony,151
P002290,electronics,391.65,,130
P002291,Electronics,933.52,,771
P002292,,838.55,sony,113
P002293,,1436.4,,480
P002294,,341.98,,546
P002295,Home,367.59,Sony,742
P002296,Home,435.4,Boat,724
P002297,Electronics,794.79,Samsung,238
P002298,electronics,668.51,Boat,945
P002299,Fashion,293.91,sony,794
P002300,Electronics,489.13,Nike,91
P002301,electronics,1021.02,Sony,133
P002302,electronics,463.8,Samsung,721
P002303,,433.06,sony,710
P002304,Beauty,337.71,sony,51
P002305,Sports,318.91,Sony,481
P002306,,209.24,sony,791
P002307,Electronics,728.02,,253
P002308,Beauty,513.14,Nike,953
P002309,Home,205.94,Sony,798
P002310,,612.29,Nike,17
P002311,electronics,271.29,Boat,264
P002312,Fashion,144.72,Boat,219
P002313,electronics,480.12,Nike,811
P002314,,149.69,Boat,298
P002315,electronics,568.69,Samsung,823
P002316,,1535.88,Samsung,695
P002317,Fashion,514.16,Boat,323
P002318,Electronics,212.57,Samsung,993
P002319,,720.15,Nike,550
P002320,Home,2707.34,Boat,160
P002321,electronics,232.57,Samsung,665
P002322,Beauty,725.64,Boat,691
P002323,Beauty,518.13,,630
P002324,Beauty,313.2,,750
P002325,Beauty,218.85,Nike,233
P002326,Beauty,684.36,Samsung,727
P002327,electronics,119.76,Nike,605
P002328,Sports,178.47,Boat,41
P002329,,161.54,Nike,950
P002330,Sports,417.89,,319
P002331,electronics,701.44,Boat,875
P002332,Fashion,10047.0,Nike,771
P002333,Sports,182.73,sony,404
P002334,Electronics,148.91,Sony,87
P002335,Sports,175.59,,898
P002336,electronics,2039.11,Boat,846
P002337,Electronics,870.37,Samsung,10
P002338,electronics,949.98,Samsung,699
P002339,Beauty,65101.5,Boat,247
P002340,Beauty,1996.7,Sony,322
P002341,Sports,492.18,sony,422
P002342,Sports,138.78,Boat,101
P002343,electronics,412.62,Nike,212
P002344,Electronics,200.83,sony,558
P002345,Beauty,319.77,Boat,889
P002346,Sports,254.5,sony,685
P002347,Sports,373.41,Sony,696
P002348,Beauty,232.95,,16
P002349,Beauty,318.52,Samsung,-11
P002350,electronics,312.62,,828
P002351,Sports,200.56,,963
P002352,Electronics,508.93,Boat,22
P002353,Home,274.77,Samsung,291
P002354,Sports,1133.3,Sony,825
P002355,Fashion,1156.15,Boat,38
P002356,electronics,295.57,Samsung,10
P002357,Home,363.34,Samsung,873
P002358,,2296.72,Nike,732
P002359,Fashion,1055.32,Nike,456
P002360,electronics,623.27,Samsung,194
P002361,Electronics,1314.99,Sony,800
P002362,,472.63,Sony,880
P002363,Electronics,178.29,Sony,906
P002364,Beauty,108.12,sony,382
P002365,Fashion,137.31,sony,397
P002366,Sports,253.3,Samsung,885
P002367,Beauty,453.89,Samsung,125
P002368,,896.57,Samsung,131
P002369,Beauty,2665.55,sony,192
P002370,Electronics,1361.22,Boat,304
P002371,,464.62,Boat,713
P002372,,79.94,,985
P002373,Beauty,558.48,Sony,333
P002374,Sports,901.52,,219
P002375,,254.27,,497
P002376,electronics,353.03,Nike,418
P002377,Fashion,252.8,Sony,992
P002378,Fashion,719.26,sony,276
P002379,Home,374.67,Boat,317
P002380,Beauty,374.44,,75
P002381,,337.98,Boat,882
P002382,electronics,785.1,sony,497
P002383,Fashion,768.64,Boat,15
P002384,,890.54,Boat,910
P002385,Home,276.51,sony,625
P002386,Fashion,583.06,,876
P002387,electronics,248.12,,505
P002388,Electronics,131.26,sony,27
P002389,Home,899.7,Nike,471
P002390,,297.74,Sony,977
P002391,Fashion,15267.500000000002,Nike,814
P002392,Electronics,291.18,Nike,538
P002393,Sports,270.67,Nike,484
P002394,Fashion,470.38,Boat,710
P002395,Beauty,266.64,,943
P002396,Home,479.22,sony,728
P002397,Home,321.56,,250
P002398,Beauty,828.27,Nike,549
P002399,,132.21,Boat,811
P002400,Electronics,612.47,,660
P002401,Electronics,123.31,sony,78
P002402,Beauty,240.99,Sony,770
P002403,Beauty,143.23,Nike,506
P002404,Beauty,136.43,,731
P002405,Fashion,518.49,Nike,469
P002406,Home,263.32,sony,875
P002407,,371.1,Samsung,183
P002408,electronics,613.94,sony,959
P002409,Sports,1092.54,Sony,988
P002410,Home,562.96,,886
P002411,,838.95,,70
P002412,Sports,559.58,Nike,577
P002413,Home,675.48,,826
P002414,Beauty,342.51,sony,172
P002415,Beauty,720.57,Boat,589
P002416,Home,726.84,sony,328
P002417,Sports,202.08,Sony,749
P002418,Home,1033.91,,821
P002419,Beauty,708.05,,1
P002420,Electronics,285.65,Samsung,423
P002421,,211.51,Nike,292
P002422,Beauty,126.07,Nike,810
P002423,Fashion,699.43,Boat,341
P002424,Home,662.97,Sony,222
P002425,,129.38,Nike,847
P002426,electronics,351.61,Nike,344
P002427,Home,1582.01,sony,183
P002428,electronics,153.61,Sony,957
P002429,Sports,32258.499999999996,Sony,861
P002430,Home,457.54,Nike,300
P002431,Beauty,247.14,Samsung,95
P002432,Fashion,810.79,sony,594
P002433,Home,407.6,,327
P002434,Beauty,231.59,Samsung,368
P002435,Home,339.43,,638
P002436,Electronics,802.52,sony,266
P002437,Beauty,319.67,,326
P002438,Electronics,1029.74,,514
P002439,Home,1527.27,sony,711
P002440,Fashion,393.36,,447
P002441,,583.75,Sony,758
P002442,Beauty,188.87,Samsung,263
P002443,Home,837.24,sony,966
P002444,Sports,336.86,sony,937
P002445,Fashion,1294.63,,468
P002446,Beauty,136.35,Boat,230
P002447,Electronics,253.53,,923
P002448,,238.15,sony,167
P002449,Home,490.79,Samsung,513
P002450,Beauty,426.27,Nike,384
P002451,electronics,299.8,Sony,976
P002452,Fashion,290.34,Nike,841
P002453,Electronics,458.83,sony,105
P002454,Beauty,145.33,Boat,382
P002455,Electronics,459.42,Samsung,520
P002456,Beauty,285.83,sony,356
P002457,Beauty,267.41,Boat,587
P002458,Beauty,291.35,,275
P002459,Electronics,501.47,Boat,381
P002460,electronics,1218.28,Nike,831
P002461,Sports,541.06,,226
P002462,,926.83,,679
P002463,Beauty,318.03,,713
P002464,Fashion,269.55,Boat,724
P002465,electronics,155.45,Sony,721
P002466,,827.77,Boat,611
P002467,Electronics,457.19,sony,783
P002468,,2292.23,Nike,132
P002469,Sports,2712.63,Nike,333
P002470,Electronics,41099.5,Boat,352
P002471,Electronics,672.09,Nike,225
P002472,Fashion,458.02,Samsung,720
P002473,,433.54,Nike,168
P002474,Home,298.38,Samsung,643
P002475,Fashion,349.55,Sony,810
P002476,Sports,289.21,Sony,403
P002477,Fashion,724.01,,610
P002478,,331.41,Samsung,896
P002479,Sports,400.13,Nike,149
P002480,,381.88,Boat,175
P002481,electronics,142.98,Nike,709
P002482,,464.6,Boat,522
P002483,Sports,770.66,Samsung,26
P002484,Electronics,317.49,sony,245
P002485,Sports,891.41,Sony,613
P002486,Home,445.88,Samsung,342
P002487,Sports,950.17,,59
P002488,Electronics,729.98,sony,310
P002489,Sports,328.3,,208
P002490,Fashion,410.73,Boat,378
P002491,electronics,237.97,sony,787
P002492,Electronics,222.7,Nike,723
P002493,Sports,302.06,Boat,655
P002494,,233.39,sony,756
P002495,Beauty,1082.47,Nike,238
P002496,electronics,709.46,Samsung,152
P002497,electronics,684.82,sony,838
P002498,electronics,851.3,sony,131
P002499,Electronics,314.2,Boat,713
P002500,Beauty,448.44,,414
P002501,Beauty,418.42,Nike,206
P002502,,18186.5,Sony,16
P002503,Home,580.59,Samsung,650
P002504,Fashion,1281.26,Sony,723
P002505,electronics,254.65,,437
P002506,,533.89,Nike,150
P002507,electronics,453.3,Boat,801
P002508,,540.88,Boat,549
P002509,Sports,1897.34,Nike,132
P002510,,560.42,Samsung,486
P002511,,547.62,Boat,354
P002512,Home,45583.0,sony,375
P002513,Home,1289.26,Samsung,270
P002514,Home,301.22,Nike,89
P002515,Home,185.71,Boat,396
P002516,Beauty,46169.5,Samsung,969
P002517,Beauty,604.35,Samsung,780
P002518,Electronics,347.2,Sony,204
P002519,electronics,190.71,sony,854
P002520,Electronics,500.02,,283
P002521,Electronics,124.56,sony,792
P002522,Sports,430.87,Samsung,181
P002523,Beauty,487.18,Sony,196
P002524,Sports,129.8,Boat,65
P002525,Beauty,2661.71,,931
P002526,Fashion,587.84,sony,424
P002527,electronics,257.25,Boat,867
P002528,Fashion,481.16,Samsung,385
P002529,Electronics,398.08,Nike,159
P002530,Sports,841.17,sony,507
P002531,,26633.999999999996,sony,126
P002532,,516.91,Samsung,390
P002533,Fashion,5868.5,Nike,936
P002534,Electronics,149.97,Samsung,227
P002535,Fashion,262.32,Samsung,372
P002536,Home,298.65,sony,719
P002537,Sports,8510.5,sony,458
P002538,Electronics,521.46,Samsung,688
P002539,Electronics,17125.0,Boat,275
P002540,Sports,275.48,sony,878
P002541,Sports,456.69,Nike,65
P002542,Electronics,333.56,Boat,863
P002543,Fashion,53.17,Boat,62
P002544,electronics,106.02,Boat,203
P002545,electronics,573.13,,892
P002546,electronics,181.43,sony,531
P002547,Home,437.63,Sony,860
P002548,Home,372.36,Sony,184
P002549,Beauty,185.02,sony,443
P002550,Fashion,614.22,Samsung,440
P002551,Fashion,406.62,Boat,559
P002552,Beauty,1137.47,Nike,926
P002553,Beauty,524.94,Boat,682
P002554,Beauty,358.76,sony,726
P002555,Beauty,569.44,Boat,696
P002556,Electronics,938.81,,617
P002557,Home,323.41,Sony,602
P002558,Beauty,236.89,,447
P002559,Fashion,464.79,Nike,218
P002560,Sports,473.15,Samsung,127
P002561,Fashion,477.94,Sony,931
P002562,Fashion,186.1,sony,79
P002563,Sports,262.32,sony,510
P002564,electronics,697.65,sony,417
P002565,electronics,154.4,Samsung,900
P002566,Home,314.37,Boat,333
P002567,Home,394.21,Samsung,539
P002568,Sports,247.36,Sony,853
P002569,Beauty,632.85,Nike,416
P002570,Electronics,736.54,Samsung,924
P002571,,191.85,Samsung,283
P002572,Sports,330.86,Boat,400
P002573,electronics,611.11,Boat,666
